"","Group","Citation","Count","Tool_Type","Material_Type","Usage","Temperature","Therm_vs.Other"
"485","Seminole","Spoehr,_Alexander._1942._Kinship_System_of_the_Seminole._InPublication?;_Anthropological_Series,_v._33:31_113._Chicago:_Field_Museum_of_Natural_History._https://ehrafworldcultures.yale.edu/document?id=nn16_005.",1,"needle","unknown","Punishment ",12.89999962,"Alternative"
"486","Seminole","Sturtevant,_William_C._1989.The_Mikasuki_Seminole:_Medical_Beliefs_and_Practices._Ann_Arbor,_Mich.:_University_Microfilms_International._https://ehrafworldcultures.yale.edu/document?id=nn16_046.",1,"needle","unknown","Medical",12.89999962,"Alternative"
"487","Seminole","Sturtevant,_William_C._1989.The_Mikasuki_Seminole:_Medical_Beliefs_and_Practices._Ann_Arbor,_Mich.:_University_Microfilms_International._https://ehrafworldcultures.yale.edu/document?id=nn16_046.",1,"needle","unknown","Magic",12.89999962,"Alternative"
"488","Seminole","Hadley,_J._Nixon._1935._Notes_on_the_Socio_Economic_Status_of_the_Oklahoma_Seminoles._InThe_Physical_Anthropology_of_the_Seminole_Indians_of_Oklahoma,_by_Wilton_Marion_Krogman?;_with_an_Introduction_by_Corrado_Gini,_v._2:133_59._Roma:_Failli._https://ehrafworldcultures.yale.edu/document?id=nn16_019.",1,"needle","unknown","Ceremony or Ritual",12.89999962,"Alternative"
"489","Seminole","Hadley,_J._Nixon._1935._Notes_on_the_Socio_Economic_Status_of_the_Oklahoma_Seminoles._InThe_Physical_Anthropology_of_the_Seminole_Indians_of_Oklahoma,_by_Wilton_Marion_Krogman?;_with_an_Introduction_by_Corrado_Gini,_v._2:133_59._Roma:_Failli._https://ehrafworldcultures.yale.edu/document?id=nn16_019.",1,"needle","unknown","Scratching",12.89999962,"Alternative"
"490","Seminole","Sturtevant,_William_C._1954._The_Medicine_Bundles_and_Busks_of_the_Florida_Seminole.The_Florida_AnthropologistVol._7:_31_70._https://ehrafworldcultures.yale.edu/document?id=nn16_014.",1,"needle","unknown","Ceremony or Ritual",12.89999962,"Alternative"
"491","Seminole","Sturtevant,_William_C._1954._The_Medicine_Bundles_and_Busks_of_the_Florida_Seminole.The_Florida_AnthropologistVol._7:_31_70._https://ehrafworldcultures.yale.edu/document?id=nn16_014.",1,"needle","unknown","Scratching",12.89999962,"Alternative"
"492","Seminole","Fairbanks,_Charles_Herron._1973._The_Florida_Seminole_People._InIndian_Tribal_Series_(Firm,_104._Phoenix_Ariz._:_Indian_Tribal_Series._https://ehrafworldcultures.yale.edu/document?id=nn16_003.",1,"needle","unknown","Scratching",12.89999962,"Alternative"
"493","Seminole","McReynolds,_Edwin_C._1957._The_Seminoles._InCivilization_of_the_American_Indian_Series,_v._4:xv,_397._Norman:_University_of_Oklahoma_Press._https://ehrafworldcultures.yale.edu/document?id=nn16_009.",1,"needle","unknown","Trading",12.89999962,"Alternative"
"494","Seminole","Lefley,_Harriet_P._1976._Acculturation,_Child_Rearing,_and_Self_Esteem_in_Two_North_American_Indian_Tribes.EthosVol._4_(3):_385_401._https://ehrafworldcultures.yale.edu/document?id=nn16_041.",1,"needle","unknown","Medical",12.89999962,"Alternative"
"495","Seminole","Lefley,_Harriet_P._1976._Acculturation,_Child_Rearing,_and_Self_Esteem_in_Two_North_American_Indian_Tribes.EthosVol._4_(3):_385_401._https://ehrafworldcultures.yale.edu/document?id=nn16_041.",1,"needle","unknown","Scratching",12.89999962,"Alternative"
"496","Seminole","Weisman,_Brent_Richards._1989.Like_Beads_on_a_String:_A_Culture_History_of_the_Seminole_Indians_in_Northern_Peninsular_Florida._Tuscaloosa:_University_of_Alabama_Press._https://ehrafworldcultures.yale.edu/document?id=nn16_048.",1,"needle","unknown","Ceremony or Ritual",12.89999962,"Alternative"
"497","Seminole","Weisman,_Brent_Richards._1989.Like_Beads_on_a_String:_A_Culture_History_of_the_Seminole_Indians_in_Northern_Peninsular_Florida._Tuscaloosa:_University_of_Alabama_Press._https://ehrafworldcultures.yale.edu/document?id=nn16_048.",1,"needle","unknown","Scratching",12.89999962,"Alternative"
"499","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures.yale.edu/document?id=nr06_001.",1,"needle","wood","Piercing",-8.600000381,"Alternative"
"500","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures.yale.edu/document?id=nr06_001.",1,"needle","wood","Ceremony or Ritual",-8.600000381,"Alternative"
"501","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures.yale.edu/document?id=nr06_001.",1,"needle","wood","Shelter",-8.600000381,"Thermoregulation"
"502","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures.yale.edu/document?id=nr06_001.",1,"needle","wood","Mats",-8.600000381,"Thermoregulation"
"503","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures.yale.edu/document?id=nr06_001.",1,"needle","wood","Bedding",-8.600000381,"Thermoregulation"
"504","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures.yale.edu/document?id=nr06_001.",1,"needle","bone","Mats",-8.600000381,"Thermoregulation"
"505","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures.yale.edu/document?id=nr06_001.",1,"needle","wood","Mats",-8.600000381,"Thermoregulation"
"506","Chinookans of the Lower Columbia River","Ray,_Verne_Frederick._1938._Lower_Chinook_Ethnographic_Notes._InUniversity_of_Washington_Publications_in_Anthropology,_7:29_165._Seattle:_University_of_Washington._https://ehrafworldcultures.yale.edu/document?id=nr06_001.",1,"needle","unknown","Tattooing",-8.600000381,"Alternative"
"507","Chinookans of the Lower Columbia River","Beierle,_John._2004._Culture_Summary:_Chinookans._New_Haven,_Conn.:_HRAF._https://ehrafworldcultures.yale.edu/document?id=nr06_000.",1,"needle","unknown","Tattooing",-8.600000381,"Alternative"
"510","Nuu Chah Nulth","Kenyon,_Susan_M._1980._The_Kyuquot_Way:_A_Study_of_a_West_Coast_(Nootkan)_Community._InMercury_Series_Paper__Canadian_Ethnology_Service?;_Diamond_Jenness_Memorial_Volume,_xviii,_180._Ottawa:_National_Museums_of_Canada._https://ehrafworldcultures.yale.edu/document?id=ne11_022.",1,"needle","unknown","Tattooing",0,"Alternative"
"511","Nuu Chah Nulth","Drucker,_Philip._1951._The_Northern_and_Central_Nootkan_Tribes._InBulletin,_ix,_480_,_5_plates._Washington:_For_sale_by_the_Supt._of_Docs.,_U.S._Govt._Print_Off._https://ehrafworldcultures.yale.edu/document?id=ne11_001.",1,"needle","unknown","Hunting",0,"Alternative"
"512","Nuu Chah Nulth","Drucker,_Philip._1951._The_Northern_and_Central_Nootkan_Tribes._InBulletin,_ix,_480_,_5_plates._Washington:_For_sale_by_the_Supt._of_Docs.,_U.S._Govt._Print_Off._https://ehrafworldcultures.yale.edu/document?id=ne11_001.",1,"needle","unknown","Mats",0,"Thermoregulation"
"513","Nuu Chah Nulth","Koppert,_Vincent_Aloysius._1930._Contributions_to_Clayoquot_Ethnology._InAnthropological_Series,_viii,_124._Washington,_D.C.:_Catholic_University_of_America._https://ehrafworldcultures.yale.edu/document?id=ne11_011.",1,"needle","unknown","Hunting",0,"Alternative"
"514","Nuu Chah Nulth","Swan,_James_G._1870._The_Indians_of_Cape_Flattery:_At_the_Entrance_to_the_Strait_of_Fuca,_Washington_Territory._InSmithsonian_Contributions_to_Knowledge,_ix,_108._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures.yale.edu/document?id=ne11_003.",1,"needle","unknown","Tattooing",0,"Alternative"
"515","Nuu Chah Nulth","Swan,_James_G._1870._The_Indians_of_Cape_Flattery:_At_the_Entrance_to_the_Strait_of_Fuca,_Washington_Territory._InSmithsonian_Contributions_to_Knowledge,_ix,_108._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures.yale.edu/document?id=ne11_003.",1,"needle","unknown","Dance",0,"Alternative"
"516","Nuu Chah Nulth","Swan,_James_G._1870._The_Indians_of_Cape_Flattery:_At_the_Entrance_to_the_Strait_of_Fuca,_Washington_Territory._InSmithsonian_Contributions_to_Knowledge,_ix,_108._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures.yale.edu/document?id=ne11_003.",1,"needle","unknown","Mask",0,"Alternative"
"517","Nuu Chah Nulth","Swan,_James_G._1870._The_Indians_of_Cape_Flattery:_At_the_Entrance_to_the_Strait_of_Fuca,_Washington_Territory._InSmithsonian_Contributions_to_Knowledge,_ix,_108._Washington,_D.C.:_Smithsonian_Institution._https://ehrafworldcultures.yale.edu/document?id=ne11_003.",1,"needle","unknown","Ceremony or Ritual",0,"Alternative"
"518","Nuu Chah Nulth","Ernst,_Alice_Henson._1952.The_Wolf_Ritual_of_the_Northwest_Coast._Eugene:_University_of_Oregon._https://ehrafworldcultures.yale.edu/document?id=ne11_018.",1,"needle","unknown","Ceremony or Ritual",0,"Alternative"
"519","Nuu Chah Nulth","Ernst,_Alice_Henson._1952.The_Wolf_Ritual_of_the_Northwest_Coast._Eugene:_University_of_Oregon._https://ehrafworldcultures.yale.edu/document?id=ne11_018.",1,"needle","unknown","Dance",0,"Alternative"
"520","Nuxalk","McIlwraith,_T._F._(Thomas_Forsyth)._1948.The_Bella_Coola_Indians:_Volume_One._Toronto:_University_of_Toronto_Press._https://ehrafworldcultures.yale.edu/document?id=ne06_001.",1,"needle","unknown","Ceremony or Ritual",-9.300000191,"Alternative"
"521","Nuxalk","McIlwraith,_T._F._(Thomas_Forsyth)._1948.The_Bella_Coola_Indians:_Volume_One._Toronto:_University_of_Toronto_Press._https://ehrafworldcultures.yale.edu/document?id=ne06_001.",1,"needle","unknown","Belief ",-9.300000191,"Alternative"
"522","Pomo","Theodoratus,_Dorothea_J._1971.Identity_Crises:_Changes_in_Lifestyle_of_the_Manchester_Band_of_the_Pomo_Indians._Ann_Arbor,_Michigan:_University_Microfilms._https://ehrafworldcultures.yale.edu/document?id=ns18_028.",1,"needle","unknown","Medical",1.899999976,"Alternative"
"523","Quinault","Farrand,_Livingston,_and_W._S._Kahnweiler._1902._Traditions_of_the_Quinault_Indians._InMemoirs_of_the_American_Museum_of_Natural_History.,_4:77_132._New_York_:_American_Museum_of_Natural_History_._https://ehrafworldcultures.yale.edu/document?id=nr17_002.",1,"needle","unknown","Tattooing",1.299999952,"Alternative"
"524","Quinault","Farrand,_Livingston,_and_W._S._Kahnweiler._1902._Traditions_of_the_Quinault_Indians._InMemoirs_of_the_American_Museum_of_Natural_History.,_4:77_132._New_York_:_American_Museum_of_Natural_History_._https://ehrafworldcultures.yale.edu/document?id=nr17_002.",1,"needle","unknown","Mythology",1.299999952,"Alternative"
"525","Quinault","Olson,_Ronald_L._(Ronald_Leroy)._1936._The_Quinault_Indians._InUniversity_of_Washington_Publications_in_Anthropology,_v._6:194._Seattle,_Wash.:_The_University_of_Washington._https://ehrafworldcultures.yale.edu/document?id=nr17_001.",1,"needle","metal","Tattooing",1.299999952,"Alternative"
"526","Southern Coast Salish","Smith,_Marian_W._(Marian_Wesley)._1940._The_Puyallup_Nisqually._InColumbia_University_Contributions_to_Anthropology,_Vol._32:xii,_336._New_York:_Columbia_University_Press._https://ehrafworldcultures.yale.edu/document?id=nr26_014.",1,"needle","unknown","Clothing",1.700000048,"Thermoregulation"
"527","Southern Coast Salish","Smith,_Marian_W._(Marian_Wesley)._1940._The_Puyallup_Nisqually._InColumbia_University_Contributions_to_Anthropology,_Vol._32:xii,_336._New_York:_Columbia_University_Press._https://ehrafworldcultures.yale.edu/document?id=nr26_014.",1,"needle","metal","Gifts",1.700000048,"Alternative"
"528","Southern Coast Salish","Smith,_Marian_W._(Marian_Wesley)._1940._The_Puyallup_Nisqually._InColumbia_University_Contributions_to_Anthropology,_Vol._32:xii,_336._New_York:_Columbia_University_Press._https://ehrafworldcultures.yale.edu/document?id=nr26_014.",1,"needle","metal","Ceremony or Ritual",1.700000048,"Alternative"
"529","Southern Coast Salish","Smith,_Marian_W._(Marian_Wesley)._1940._The_Puyallup_Nisqually._InColumbia_University_Contributions_to_Anthropology,_Vol._32:xii,_336._New_York:_Columbia_University_Press._https://ehrafworldcultures.yale.edu/document?id=nr26_014.",1,"needle","unknown","Tattooing",1.700000048,"Alternative"
"530","Southern Coast Salish","Smith,_Marian_W._(Marian_Wesley)._1940._The_Puyallup_Nisqually._InColumbia_University_Contributions_to_Anthropology,_Vol._32:xii,_336._New_York:_Columbia_University_Press._https://ehrafworldcultures.yale.edu/document?id=nr26_014.",1,"needle","wood","Fishing",1.700000048,"Alternative"
"531","Southern Coast Salish","Smith,_Marian_W._(Marian_Wesley)._1940._The_Puyallup_Nisqually._InColumbia_University_Contributions_to_Anthropology,_Vol._32:xii,_336._New_York:_Columbia_University_Press._https://ehrafworldcultures.yale.edu/document?id=nr26_014.",1,"needle","wood","Mats",1.700000048,"Thermoregulation"
"532","Southern Coast Salish","Smith,_Marian_W._(Marian_Wesley)._1940._The_Puyallup_Nisqually._InColumbia_University_Contributions_to_Anthropology,_Vol._32:xii,_336._New_York:_Columbia_University_Press._https://ehrafworldcultures.yale.edu/document?id=nr26_014.",1,"needle","wood","Blankets ",1.700000048,"Thermoregulation"
"533","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nr26_002.",1,"needle","unknown","Mats",1.700000048,"Thermoregulation"
"534","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nr26_002.",1,"needle","unknown","Bedding",1.700000048,"Thermoregulation"
"535","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nr26_002.",1,"needle","unknown","Shelter",1.700000048,"Thermoregulation"
"536","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nr26_002.",1,"needle","unknown","Clothing",1.700000048,"Thermoregulation"
"537","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nr26_002.",1,"needle","unknown","Tattooing",1.700000048,"Alternative"
"538","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nr26_002.",1,"needle","unknown","Shoes",1.700000048,"Thermoregulation"
"539","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nr26_002.",1,"needle","unknown","Clothing",1.700000048,"Thermoregulation"
"540","Southern Coast Salish","Eells,_Myron._1877.The_Twana_Indians_of_the_Skokomish_Reservation_in_Washington_Territory._Washington:_s.n._._https://ehrafworldcultures.yale.edu/document?id=nr26_002.",1,"needle","unknown","Beadwork",1.700000048,"Alternative"
"541","Southern Coast Salish","Suttles,_Wayne_P.,_and_Barbara_Savadkin_Lane._1990._Southern_Coast_Salish._InHandbook_of_North_American_Indians._Northwest_Coast,_7:485_502._Washington,_D.C.:_Smithsonian_Institution?:_For_sale_by_the_Supt._of_Docs.,_U.S._G.P.O._https://ehrafworldcultures.yale.edu/document?id=nr26_001.",1,"needle","wood","Mats",1.700000048,"Thermoregulation"
"542","Southern Coast Salish","Elmendorf,_William_W._(William_Welcome)._1960._The_Structure_of_Twana_Culture._InResearch_Studies?:_A_Quarterly_Publication_of_Washington_State_University,_Vol._38:xvi,_576._Pullman,_Wash.:_Washington_State_University._https://ehrafworldcultures.yale.edu/document?id=nr26_012.",1,"needle","wood","Mats",1.700000048,"Thermoregulation"
"543","Southern Coast Salish","Elmendorf,_William_W._(William_Welcome)._1960._The_Structure_of_Twana_Culture._InResearch_Studies?:_A_Quarterly_Publication_of_Washington_State_University,_Vol._38:xvi,_576._Pullman,_Wash.:_Washington_State_University._https://ehrafworldcultures.yale.edu/document?id=nr26_012.",1,"needle","wood","Bedding",1.700000048,"Thermoregulation"
"544","Southern Coast Salish","Elmendorf,_William_W._(William_Welcome)._1960._The_Structure_of_Twana_Culture._InResearch_Studies?:_A_Quarterly_Publication_of_Washington_State_University,_Vol._38:xvi,_576._Pullman,_Wash.:_Washington_State_University._https://ehrafworldcultures.yale.edu/document?id=nr26_012.",1,"needle","wood","Shelter",1.700000048,"Thermoregulation"
"545","Southern Coast Salish","Elmendorf,_William_W._(William_Welcome)._1960._The_Structure_of_Twana_Culture._InResearch_Studies?:_A_Quarterly_Publication_of_Washington_State_University,_Vol._38:xvi,_576._Pullman,_Wash.:_Washington_State_University._https://ehrafworldcultures.yale.edu/document?id=nr26_012.",1,"needle","bone","Tattooing",1.700000048,"Alternative"
"546","Southern Coast Salish","Elmendorf,_William_W._(William_Welcome)._1960._The_Structure_of_Twana_Culture._InResearch_Studies?:_A_Quarterly_Publication_of_Washington_State_University,_Vol._38:xvi,_576._Pullman,_Wash.:_Washington_State_University._https://ehrafworldcultures.yale.edu/document?id=nr26_012.",1,"needle","unknown","Belief ",1.700000048,"Alternative"
"547","Southern Coast Salish","Elmendorf,_William_W._(William_Welcome)._1960._The_Structure_of_Twana_Culture._InResearch_Studies?:_A_Quarterly_Publication_of_Washington_State_University,_Vol._38:xvi,_576._Pullman,_Wash.:_Washington_State_University._https://ehrafworldcultures.yale.edu/document?id=nr26_012.",1,"needle","unknown","Clothing",1.700000048,"Thermoregulation"
"548","Southern Coast Salish","Elmendorf,_William_W._(William_Welcome)._1960._The_Structure_of_Twana_Culture._InResearch_Studies?:_A_Quarterly_Publication_of_Washington_State_University,_Vol._38:xvi,_576._Pullman,_Wash.:_Washington_State_University._https://ehrafworldcultures.yale.edu/document?id=nr26_012.",1,"needle","unknown","Burial",1.700000048,"Alternative"
